Driver,LapNumber,Compound,Stint,TyreLife,Position,LapTime (s),Race,Year,LapTime_Delta,Cumulative_Degradation,PitStop,PitNextLap,RaceProgress,Normalized_TyreLife,Position_Change
PIA,4,MEDIUM,1,6.0,2,84.885,Hungarian Grand Prix,2023,-0.2299999999999897,-3.798999999999992,0,0,0.0571428571428571,0.3,0.0
PIA,5,MEDIUM,1,7.0,2,84.927,Hungarian Grand Prix,2023,0.0420000000000015,-3.756999999999991,0,0,0.0714285714285714,0.35,0.0
PIA,6,MEDIUM,1,8.0,2,84.841,Hungarian Grand Prix,2023,-0.0860000000000127,-3.843000000000004,0,0,0.0857142857142857,0.4,0.0
PIA,7,MEDIUM,1,9.0,2,84.92,Hungarian Grand Prix,2023,0.0790000000000077,-3.763999999999996,0,0,0.1,0.45,0.0
PIA,8,MEDIUM,1,10.0,2,84.751,Hungarian Grand Prix,2023,-0.1689999999999969,-3.9329999999999927,0,0,0.1142857142857142,0.5,0.0
PIA,9,MEDIUM,1,11.0,2,84.98,Hungarian Grand Prix,2023,0.2289999999999992,-3.7039999999999935,0,0,0.1285714285714285,0.55,0.0
PIA,10,MEDIUM,1,12.0,2,84.729,Hungarian Grand Prix,2023,-0.2510000000000048,-3.9549999999999983,0,0,0.1428571428571428,0.6,0.0
PIA,11,MEDIUM,1,13.0,2,85.086,Hungarian Grand Prix,2023,0.3569999999999993,-3.597999999999999,0,0,0.1571428571428571,0.65,0.0
PIA,12,MEDIUM,1,14.0,2,85.008,Hungarian Grand Prix,2023,-0.0780000000000029,-3.676000000000002,0,0,0.1714285714285714,0.7,0.0
PIA,13,MEDIUM,1,15.0,2,84.775,Hungarian Grand Prix,2023,-0.2329999999999898,-3.908999999999992,0,0,0.1857142857142857,0.75,0.0
PIA,14,MEDIUM,1,16.0,2,85.162,Hungarian Grand Prix,2023,0.3870000000000004,-3.521999999999992,0,0,0.2,0.8,0.0
PIA,15,MEDIUM,1,17.0,2,85.013,Hungarian Grand Prix,2023,-0.1490000000000009,-3.670999999999992,0,0,0.2142857142857142,0.85,0.0
PIA,16,MEDIUM,1,18.0,2,85.039,Hungarian Grand Prix,2023,0.0259999999999962,-3.644999999999996,0,0,0.2285714285714285,0.9,0.0
PIA,17,MEDIUM,1,19.0,2,84.819,Hungarian Grand Prix,2023,-0.2199999999999988,-3.864999999999995,0,0,0.2428571428571428,0.95,0.0
PIA,18,MEDIUM,1,20.0,2,87.253,Hungarian Grand Prix,2023,2.433999999999997,-1.4309999999999974,0,1,0.2571428571428571,1.0,0.0
PIA,19,HARD,2,1.0,5,102.563,Hungarian Grand Prix,2023,0.0,0.0,1,0,0.2714285714285714,0.0416666666666666,-3.0
PIA,20,HARD,2,2.0,5,84.494,Hungarian Grand Prix,2023,-18.069000000000003,-18.069000000000003,0,0,0.2857142857142857,0.0833333333333333,0.0
PIA,21,HARD,2,3.0,4,83.972,Hungarian Grand Prix,2023,-0.5220000000000056,-18.591000000000008,0,0,0.3,0.125,1.0
PIA,22,HARD,2,4.0,4,83.891,Hungarian Grand Prix,2023,-0.0809999999999888,-18.672,0,0,0.3142857142857143,0.1666666666666666,0.0
PIA,23,HARD,2,5.0,4,84.123,Hungarian Grand Prix,2023,0.2319999999999993,-18.44,0,0,0.3285714285714285,0.2083333333333333,0.0
PIA,24,HARD,2,6.0,4,84.0,Hungarian Grand Prix,2023,-0.1230000000000046,-18.563,0,0,0.3428571428571428,0.25,0.0
PIA,25,HARD,2,7.0,3,83.93,Hungarian Grand Prix,2023,-0.0699999999999931,-18.633,0,0,0.3571428571428571,0.2916666666666667,1.0
PIA,26,HARD,2,8.0,3,83.876,Hungarian Grand Prix,2023,-0.054000000000002,-18.687,0,0,0.3714285714285714,0.3333333333333333,0.0
PIA,27,HARD,2,9.0,3,84.279,Hungarian Grand Prix,2023,0.4029999999999916,-18.28400000000001,0,0,0.3857142857142857,0.375,0.0
PIA,28,HARD,2,10.0,3,84.539,Hungarian Grand Prix,2023,0.2600000000000051,-18.024,0,0,0.4,0.4166666666666667,0.0
PIA,29,HARD,2,11.0,3,84.778,Hungarian Grand Prix,2023,0.2390000000000043,-17.784999999999997,0,0,0.4142857142857143,0.4583333333333333,0.0
PIA,30,HARD,2,12.0,3,84.473,Hungarian Grand Prix,2023,-0.3050000000000068,-18.090000000000003,0,0,0.4285714285714285,0.5,0.0
PIA,31,HARD,2,13.0,3,84.573,Hungarian Grand Prix,2023,0.0999999999999943,-17.99000000000001,0,0,0.4428571428571428,0.5416666666666666,0.0
PIA,32,HARD,2,14.0,3,84.769,Hungarian Grand Prix,2023,0.1960000000000121,-17.793999999999997,0,0,0.4571428571428571,0.5833333333333334,0.0
PIA,33,HARD,2,15.0,3,84.768,Hungarian Grand Prix,2023,-0.0010000000000047,-17.795,0,0,0.4714285714285714,0.625,0.0
PIA,34,HARD,2,16.0,3,84.727,Hungarian Grand Prix,2023,-0.0409999999999968,-17.836,0,0,0.4857142857142857,0.6666666666666666,0.0
PIA,35,HARD,2,17.0,3,84.572,Hungarian Grand Prix,2023,-0.1550000000000011,-17.991,0,0,0.5,0.7083333333333334,0.0
PIA,36,HARD,2,18.0,3,84.429,Hungarian Grand Prix,2023,-0.1430000000000006,-18.134,0,0,0.5142857142857142,0.75,0.0
PIA,37,HARD,2,19.0,3,84.531,Hungarian Grand Prix,2023,0.1020000000000038,-18.032,0,0,0.5285714285714286,0.7916666666666666,0.0
PIA,38,HARD,2,20.0,3,84.719,Hungarian Grand Prix,2023,0.1879999999999881,-17.84400000000001,0,0,0.5428571428571428,0.8333333333333334,0.0
PIA,39,HARD,2,21.0,3,84.701,Hungarian Grand Prix,2023,-0.0180000000000006,-17.86200000000001,0,0,0.5571428571428572,0.875,0.0
PIA,40,HARD,2,22.0,3,85.186,Hungarian Grand Prix,2023,0.4850000000000136,-17.376999999999995,0,0,0.5714285714285714,0.9166666666666666,0.0
PIA,41,HARD,2,23.0,3,85.165,Hungarian Grand Prix,2023,-0.0210000000000007,-17.397999999999996,0,0,0.5857142857142857,0.9583333333333334,0.0
PIA,42,HARD,2,24.0,3,87.242,Hungarian Grand Prix,2023,2.076999999999998,-15.320999999999998,0,1,0.6,1.0,0.0
PIA,43,MEDIUM,3,4.0,5,102.043,Hungarian Grand Prix,2023,0.0,0.0,1,0,0.6142857142857143,0.1290322580645161,-2.0
PIA,44,MEDIUM,3,5.0,4,83.476,Hungarian Grand Prix,2023,-18.567000000000007,-18.567000000000007,0,0,0.6285714285714286,0.1612903225806451,1.0
PIA,45,MEDIUM,3,6.0,4,82.736,Hungarian Grand Prix,2023,-0.7399999999999949,-19.307,0,0,0.6428571428571429,0.1935483870967742,0.0
PIA,46,MEDIUM,3,7.0,4,83.212,Hungarian Grand Prix,2023,0.4759999999999991,-18.831000000000003,0,0,0.6571428571428571,0.2258064516129032,0.0
PIA,47,MEDIUM,3,8.0,5,85.169,Hungarian Grand Prix,2023,1.9569999999999936,-16.87400000000001,0,0,0.6714285714285714,0.2580645161290322,-1.0
PIA,48,MEDIUM,3,9.0,5,84.516,Hungarian Grand Prix,2023,-0.6529999999999916,-17.527,0,0,0.6857142857142857,0.2903225806451613,0.0
PIA,49,MEDIUM,3,10.0,5,83.401,Hungarian Grand Prix,2023,-1.115000000000009,-18.64200000000001,0,0,0.7,0.3225806451612903,0.0
PIA,50,MEDIUM,3,11.0,4,83.15,Hungarian Grand Prix,2023,-0.2509999999999905,-18.893,0,0,0.7142857142857143,0.3548387096774194,1.0
PIA,51,MEDIUM,3,12.0,4,83.305,Hungarian Grand Prix,2023,0.1550000000000011,-18.738,0,0,0.7285714285714285,0.3870967741935484,0.0
PIA,52,MEDIUM,3,13.0,4,83.456,Hungarian Grand Prix,2023,0.1509999999999962,-18.587000000000003,0,0,0.7428571428571429,0.4193548387096774,0.0
PIA,53,MEDIUM,3,14.0,4,83.458,Hungarian Grand Prix,2023,0.0019999999999953,-18.585000000000008,0,0,0.7571428571428571,0.4516129032258064,0.0
PIA,54,MEDIUM,3,15.0,4,83.288,Hungarian Grand Prix,2023,-0.1700000000000017,-18.75500000000001,0,0,0.7714285714285715,0.4838709677419355,0.0
PIA,55,MEDIUM,3,16.0,4,83.782,Hungarian Grand Prix,2023,0.4939999999999998,-18.26100000000001,0,0,0.7857142857142857,0.5161290322580645,0.0
PIA,56,MEDIUM,3,17.0,4,83.914,Hungarian Grand Prix,2023,0.132000000000005,-18.129000000000005,0,0,0.8,0.5483870967741935,0.0
PIA,57,MEDIUM,3,18.0,5,85.347,Hungarian Grand Prix,2023,1.4329999999999927,-16.696000000000012,0,0,0.8142857142857143,0.5806451612903226,-1.0
PIA,58,MEDIUM,3,19.0,5,84.464,Hungarian Grand Prix,2023,-0.8829999999999956,-17.579000000000008,0,0,0.8285714285714286,0.6129032258064516,0.0
PIA,59,MEDIUM,3,20.0,5,83.748,Hungarian Grand Prix,2023,-0.715999999999994,-18.295,0,0,0.8428571428571429,0.6451612903225806,0.0
PIA,60,MEDIUM,3,21.0,5,83.653,Hungarian Grand Prix,2023,-0.0949999999999988,-18.39,0,0,0.8571428571428571,0.6774193548387096,0.0
PIA,61,MEDIUM,3,22.0,5,83.747,Hungarian Grand Prix,2023,0.093999999999994,-18.296000000000006,0,0,0.8714285714285714,0.7096774193548387,0.0
PIA,62,MEDIUM,3,23.0,5,83.802,Hungarian Grand Prix,2023,0.0550000000000068,-18.241,0,0,0.8857142857142857,0.7419354838709677,0.0
PIA,63,MEDIUM,3,24.0,5,83.895,Hungarian Grand Prix,2023,0.0929999999999893,-18.14800000000001,0,0,0.9,0.7741935483870968,0.0
PIA,64,MEDIUM,3,25.0,5,83.815,Hungarian Grand Prix,2023,-0.0799999999999983,-18.22800000000001,0,0,0.9142857142857144,0.8064516129032258,0.0
PIA,65,MEDIUM,3,26.0,5,83.991,Hungarian Grand Prix,2023,0.1760000000000019,-18.052000000000007,0,0,0.9285714285714286,0.8387096774193549,0.0
PIA,66,MEDIUM,3,27.0,5,83.787,Hungarian Grand Prix,2023,-0.2039999999999935,-18.256,0,0,0.9428571428571428,0.8709677419354839,0.0
PIA,67,MEDIUM,3,28.0,5,84.053,Hungarian Grand Prix,2023,0.2659999999999911,-17.99000000000001,0,0,0.9571428571428572,0.9032258064516128,0.0
PIA,68,MEDIUM,3,29.0,5,85.152,Hungarian Grand Prix,2023,1.0990000000000038,-16.891000000000005,0,0,0.9714285714285714,0.935483870967742,0.0
PIA,69,MEDIUM,3,30.0,5,84.439,Hungarian Grand Prix,2023,-0.7130000000000081,-17.604000000000013,0,0,0.9857142857142858,0.967741935483871,0.0
PIA,70,MEDIUM,3,31.0,5,84.503,Hungarian Grand Prix,2023,0.0640000000000071,-17.540000000000006,0,0,1.0,1.0,0.0
RIC,1,MEDIUM,1,4.0,18,98.117,Hungarian Grand Prix,2023,0.0,0.0,0,0,0.0144927536231884,0.1904761904761904,0.0
RIC,2,MEDIUM,1,5.0,18,87.898,Hungarian Grand Prix,2023,-10.219000000000008,-10.219000000000008,0,0,0.0289855072463768,0.238095238095238,0.0
RIC,3,MEDIUM,1,6.0,18,86.878,Hungarian Grand Prix,2023,-1.019999999999996,-11.239000000000004,0,0,0.0434782608695652,0.2857142857142857,0.0
RIC,4,MEDIUM,1,7.0,18,86.633,Hungarian Grand Prix,2023,-0.2450000000000045,-11.484000000000009,0,0,0.0579710144927536,0.3333333333333333,0.0
RIC,5,MEDIUM,1,8.0,18,86.236,Hungarian Grand Prix,2023,-0.3969999999999913,-11.881,0,0,0.072463768115942,0.3809523809523809,0.0
RIC,6,MEDIUM,1,9.0,18,86.201,Hungarian Grand Prix,2023,-0.0350000000000108,-11.916000000000013,0,0,0.0869565217391304,0.4285714285714285,0.0
RIC,7,MEDIUM,1,10.0,18,86.073,Hungarian Grand Prix,2023,-0.1280000000000001,-12.044000000000011,0,0,0.1014492753623188,0.4761904761904761,0.0
RIC,8,MEDIUM,1,11.0,18,86.399,Hungarian Grand Prix,2023,0.3260000000000076,-11.718000000000004,0,0,0.1159420289855072,0.5238095238095238,0.0
RIC,9,MEDIUM,1,12.0,17,85.915,Hungarian Grand Prix,2023,-0.4839999999999946,-12.201999999999998,0,0,0.1304347826086956,0.5714285714285714,1.0
RIC,10,MEDIUM,1,13.0,14,86.198,Hungarian Grand Prix,2023,0.282999999999987,-11.919000000000011,0,0,0.144927536231884,0.6190476190476191,3.0
RIC,11,MEDIUM,1,14.0,13,86.003,Hungarian Grand Prix,2023,-0.1949999999999931,-12.114000000000004,0,0,0.1594202898550724,0.6666666666666666,1.0
RIC,12,MEDIUM,1,15.0,13,85.791,Hungarian Grand Prix,2023,-0.2120000000000033,-12.326000000000008,0,0,0.1739130434782608,0.7142857142857143,0.0
RIC,13,MEDIUM,1,16.0,12,85.837,Hungarian Grand Prix,2023,0.0460000000000064,-12.28,0,0,0.1884057971014492,0.7619047619047619,1.0
RIC,14,MEDIUM,1,17.0,11,85.507,Hungarian Grand Prix,2023,-0.3299999999999983,-12.61,0,0,0.2028985507246377,0.8095238095238095,1.0
RIC,15,MEDIUM,1,18.0,11,85.398,Hungarian Grand Prix,2023,-0.1090000000000088,-12.719000000000008,0,0,0.217391304347826,0.8571428571428571,0.0
RIC,16,MEDIUM,1,19.0,10,85.233,Hungarian Grand Prix,2023,-0.164999999999992,-12.884,0,0,0.2318840579710145,0.9047619047619048,1.0
RIC,17,MEDIUM,1,20.0,9,86.996,Hungarian Grand Prix,2023,1.762999999999991,-11.12100000000001,0,0,0.2463768115942029,0.9523809523809524,1.0
RIC,18,MEDIUM,1,21.0,9,88.95,Hungarian Grand Prix,2023,1.954000000000008,-9.167000000000002,0,1,0.2608695652173913,1.0,0.0
RIC,19,HARD,2,4.0,18,104.503,Hungarian Grand Prix,2023,0.0,0.0,1,0,0.2753623188405797,0.2857142857142857,-9.0
RIC,20,HARD,2,5.0,18,84.86,Hungarian Grand Prix,2023,-19.643,-19.643,0,0,0.2898550724637681,0.3571428571428571,0.0
RIC,21,HARD,2,6.0,18,85.133,Hungarian Grand Prix,2023,0.2729999999999961,-19.370000000000005,0,0,0.3043478260869565,0.4285714285714285,0.0
RIC,22,HARD,2,7.0,18,85.013,Hungarian Grand Prix,2023,-0.1199999999999903,-19.489999999999995,0,0,0.3188405797101449,0.5,0.0
RIC,23,HARD,2,8.0,18,85.462,Hungarian Grand Prix,2023,0.448999999999998,-19.041,0,0,0.3333333333333333,0.5714285714285714,0.0
RIC,24,HARD,2,9.0,18,85.348,Hungarian Grand Prix,2023,-0.1140000000000043,-19.155,0,0,0.3478260869565217,0.6428571428571429,0.0
RIC,25,HARD,2,10.0,18,85.674,Hungarian Grand Prix,2023,0.3260000000000076,-18.829,0,0,0.3623188405797101,0.7142857142857143,0.0
RIC,26,HARD,2,11.0,18,86.209,Hungarian Grand Prix,2023,0.5349999999999966,-18.294,0,0,0.3768115942028985,0.7857142857142857,0.0
RIC,27,HARD,2,12.0,18,86.086,Hungarian Grand Prix,2023,-0.1230000000000046,-18.417,0,0,0.391304347826087,0.8571428571428571,0.0
RIC,28,HARD,2,13.0,18,85.844,Hungarian Grand Prix,2023,-0.2420000000000044,-18.65900000000001,0,0,0.4057971014492754,0.9285714285714286,0.0
RIC,29,HARD,2,14.0,18,88.347,Hungarian Grand Prix,2023,2.503,-16.156000000000006,0,1,0.4202898550724637,1.0,0.0
RIC,30,MEDIUM,3,4.0,18,102.809,Hungarian Grand Prix,2023,0.0,0.0,1,0,0.4347826086956521,0.0930232558139534,0.0
RIC,31,MEDIUM,3,5.0,18,84.161,Hungarian Grand Prix,2023,-18.648,-18.648,0,0,0.4492753623188406,0.1162790697674418,0.0
RIC,32,MEDIUM,3,6.0,18,84.195,Hungarian Grand Prix,2023,0.0339999999999918,-18.614000000000004,0,0,0.463768115942029,0.1395348837209302,0.0
RIC,33,MEDIUM,3,7.0,18,84.346,Hungarian Grand Prix,2023,0.1510000000000104,-18.463,0,0,0.4782608695652174,0.1627906976744186,0.0
RIC,34,MEDIUM,3,8.0,18,84.031,Hungarian Grand Prix,2023,-0.3149999999999977,-18.77799999999999,0,0,0.4927536231884058,0.1860465116279069,0.0
RIC,35,MEDIUM,3,9.0,17,86.798,Hungarian Grand Prix,2023,2.766999999999996,-16.010999999999996,0,0,0.5072463768115942,0.2093023255813953,1.0
RIC,36,MEDIUM,3,10.0,17,84.214,Hungarian Grand Prix,2023,-2.584000000000003,-18.595,0,0,0.5217391304347826,0.2325581395348837,0.0
RIC,37,MEDIUM,3,11.0,17,84.219,Hungarian Grand Prix,2023,0.0049999999999954,-18.590000000000003,0,0,0.5362318840579711,0.2558139534883721,0.0
RIC,38,MEDIUM,3,12.0,17,84.25,Hungarian Grand Prix,2023,0.0310000000000059,-18.559,0,0,0.5507246376811594,0.2790697674418604,0.0
RIC,39,MEDIUM,3,13.0,15,84.27,Hungarian Grand Prix,2023,0.019999999999996,-18.539,0,0,0.5652173913043478,0.3023255813953488,2.0
RIC,40,MEDIUM,3,14.0,14,84.089,Hungarian Grand Prix,2023,-0.1809999999999973,-18.72,0,0,0.5797101449275363,0.3255813953488372,1.0
RIC,41,MEDIUM,3,15.0,14,84.752,Hungarian Grand Prix,2023,0.6629999999999967,-18.057,0,0,0.5942028985507246,0.3488372093023256,0.0
RIC,42,MEDIUM,3,16.0,14,84.542,Hungarian Grand Prix,2023,-0.2099999999999937,-18.267,0,0,0.6086956521739131,0.3720930232558139,0.0
RIC,43,MEDIUM,3,17.0,14,84.252,Hungarian Grand Prix,2023,-0.2900000000000062,-18.557,0,0,0.6231884057971014,0.3953488372093023,0.0
RIC,44,MEDIUM,3,18.0,14,84.439,Hungarian Grand Prix,2023,0.1869999999999976,-18.370000000000005,0,0,0.6376811594202898,0.4186046511627907,0.0
RIC,45,MEDIUM,3,19.0,13,84.219,Hungarian Grand Prix,2023,-0.2199999999999988,-18.590000000000003,0,0,0.6521739130434783,0.4418604651162791,1.0
RIC,46,MEDIUM,3,20.0,13,84.235,Hungarian Grand Prix,2023,0.0160000000000053,-18.574,0,0,0.6666666666666666,0.4651162790697674,0.0
RIC,47,MEDIUM,3,21.0,13,84.429,Hungarian Grand Prix,2023,0.1940000000000026,-18.379999999999995,0,0,0.6811594202898551,0.4883720930232558,0.0
RIC,48,MEDIUM,3,22.0,13,84.496,Hungarian Grand Prix,2023,0.066999999999993,-18.313,0,0,0.6956521739130435,0.5116279069767442,0.0
RIC,49,MEDIUM,3,23.0,13,84.097,Hungarian Grand Prix,2023,-0.3990000000000009,-18.712000000000003,0,0,0.7101449275362319,0.5348837209302325,0.0
RIC,50,MEDIUM,3,24.0,13,84.302,Hungarian Grand Prix,2023,0.2050000000000125,-18.50699999999999,0,0,0.7246376811594203,0.5581395348837209,0.0
RIC,51,MEDIUM,3,25.0,13,84.112,Hungarian Grand Prix,2023,-0.1900000000000119,-18.697000000000003,0,0,0.7391304347826086,0.5813953488372093,0.0
RIC,52,MEDIUM,3,26.0,13,84.419,Hungarian Grand Prix,2023,0.3070000000000021,-18.39,0,0,0.7536231884057971,0.6046511627906976,0.0
RIC,53,MEDIUM,3,27.0,13,84.201,Hungarian Grand Prix,2023,-0.2180000000000035,-18.608000000000004,0,0,0.7681159420289855,0.627906976744186,0.0
RIC,54,MEDIUM,3,28.0,13,83.991,Hungarian Grand Prix,2023,-0.2099999999999937,-18.818,0,0,0.782608695652174,0.6511627906976745,0.0
RIC,55,MEDIUM,3,29.0,13,84.353,Hungarian Grand Prix,2023,0.3619999999999947,-18.456000000000003,0,0,0.7971014492753623,0.6744186046511628,0.0
RIC,56,MEDIUM,3,30.0,13,86.761,Hungarian Grand Prix,2023,2.4080000000000013,-16.048000000000002,0,0,0.8115942028985508,0.6976744186046512,0.0
RIC,57,MEDIUM,3,31.0,13,84.113,Hungarian Grand Prix,2023,-2.647999999999996,-18.696,0,0,0.8260869565217391,0.7209302325581395,0.0
RIC,58,MEDIUM,3,32.0,13,84.161,Hungarian Grand Prix,2023,0.0480000000000018,-18.648,0,0,0.8405797101449275,0.7441860465116279,0.0
RIC,59,MEDIUM,3,33.0,13,84.09,Hungarian Grand Prix,2023,-0.0709999999999979,-18.719,0,0,0.855072463768116,0.7674418604651163,0.0
RIC,60,MEDIUM,3,34.0,13,84.413,Hungarian Grand Prix,2023,0.3229999999999933,-18.396,0,0,0.8695652173913043,0.7906976744186046,0.0
RIC,61,MEDIUM,3,35.0,13,84.532,Hungarian Grand Prix,2023,0.1189999999999997,-18.277,0,0,0.8840579710144928,0.813953488372093,0.0
RIC,62,MEDIUM,3,36.0,13,84.198,Hungarian Grand Prix,2023,-0.3340000000000032,-18.611000000000004,0,0,0.8985507246376812,0.8372093023255814,0.0
RIC,63,MEDIUM,3,37.0,13,84.171,Hungarian Grand Prix,2023,-0.0269999999999868,-18.63799999999999,0,0,0.9130434782608696,0.8604651162790697,0.0
RIC,64,MEDIUM,3,38.0,13,84.132,Hungarian Grand Prix,2023,-0.0390000000000014,-18.676999999999992,0,0,0.927536231884058,0.8837209302325582,0.0
RIC,65,MEDIUM,3,39.0,13,84.123,Hungarian Grand Prix,2023,-0.0090000000000003,-18.686,0,0,0.9420289855072465,0.9069767441860463,0.0
RIC,66,MEDIUM,3,40.0,13,83.968,Hungarian Grand Prix,2023,-0.1550000000000011,-18.841,0,0,0.9565217391304348,0.9302325581395348,0.0
RIC,67,MEDIUM,3,41.0,13,83.934,Hungarian Grand Prix,2023,-0.034000000000006,-18.875,0,0,0.9710144927536232,0.9534883720930232,0.0
RIC,68,MEDIUM,3,42.0,13,84.059,Hungarian Grand Prix,2023,0.125,-18.75,0,0,0.9855072463768116,0.9767441860465116,0.0
RIC,69,MEDIUM,3,43.0,13,87.273,Hungarian Grand Prix,2023,3.213999999999998,-15.536,0,0,1.0,1.0,0.0
RUS,1,HARD,1,1.0,14,96.022,Hungarian Grand Prix,2023,0.0,0.0,0,0,0.0142857142857142,0.0357142857142857,0.0
RUS,2,HARD,1,2.0,13,86.772,Hungarian Grand Prix,2023,-9.25,-9.25,0,0,0.0285714285714285,0.0714285714285714,1.0
RUS,3,HARD,1,3.0,13,86.837,Hungarian Grand Prix,2023,0.0649999999999977,-9.185000000000002,0,0,0.0428571428571428,0.1071428571428571,0.0
RUS,4,HARD,1,4.0,13,85.938,Hungarian Grand Prix,2023,-0.8990000000000009,-10.084000000000003,0,0,0.0571428571428571,0.1428571428571428,0.0
RUS,5,HARD,1,5.0,13,86.101,Hungarian Grand Prix,2023,0.1629999999999967,-9.921000000000006,0,0,0.0714285714285714,0.1785714285714285,0.0
RUS,6,HARD,1,6.0,13,85.839,Hungarian Grand Prix,2023,-0.2620000000000004,-10.183000000000009,0,0,0.0857142857142857,0.2142857142857142,0.0
RUS,7,HARD,1,7.0,13,85.84,Hungarian Grand Prix,2023,0.0010000000000047,-10.182000000000002,0,0,0.1,0.25,0.0
RUS,8,HARD,1,8.0,13,86.063,Hungarian Grand Prix,2023,0.2229999999999989,-9.959000000000003,0,0,0.1142857142857142,0.2857142857142857,0.0
RUS,9,HARD,1,9.0,10,86.266,Hungarian Grand Prix,2023,0.2030000000000029,-9.756,0,0,0.1285714285714285,0.3214285714285714,3.0
RUS,10,HARD,1,10.0,10,85.234,Hungarian Grand Prix,2023,-1.032000000000011,-10.788000000000013,0,0,0.1428571428571428,0.3571428571428571,0.0
RUS,11,HARD,1,11.0,10,85.695,Hungarian Grand Prix,2023,0.4609999999999985,-10.327000000000012,0,0,0.1571428571428571,0.3928571428571428,0.0
RUS,12,HARD,1,12.0,10,85.996,Hungarian Grand Prix,2023,0.3010000000000019,-10.02600000000001,0,0,0.1714285714285714,0.4285714285714285,0.0
RUS,13,HARD,1,13.0,10,85.968,Hungarian Grand Prix,2023,-0.0279999999999915,-10.054000000000002,0,0,0.1857142857142857,0.4642857142857143,0.0
RUS,14,HARD,1,14.0,10,85.846,Hungarian Grand Prix,2023,-0.1219999999999998,-10.176000000000002,0,0,0.2,0.5,0.0
RUS,15,HARD,1,15.0,10,85.76,Hungarian Grand Prix,2023,-0.0859999999999985,-10.262,0,0,0.2142857142857142,0.5357142857142857,0.0
RUS,16,HARD,1,16.0,8,85.268,Hungarian Grand Prix,2023,-0.4920000000000044,-10.754000000000003,0,0,0.2285714285714285,0.5714285714285714,2.0
RUS,17,HARD,1,17.0,7,85.215,Hungarian Grand Prix,2023,-0.0529999999999972,-10.807000000000002,0,0,0.2428571428571428,0.6071428571428571,1.0
RUS,18,HARD,1,18.0,6,85.925,Hungarian Grand Prix,2023,0.7099999999999937,-10.097000000000008,0,0,0.2571428571428571,0.6428571428571429,1.0
RUS,19,HARD,1,19.0,6,85.423,Hungarian Grand Prix,2023,-0.5019999999999953,-10.599000000000004,0,0,0.2714285714285714,0.6785714285714286,0.0
RUS,20,HARD,1,20.0,6,85.267,Hungarian Grand Prix,2023,-0.1560000000000059,-10.75500000000001,0,0,0.2857142857142857,0.7142857142857143,0.0
RUS,21,HARD,1,21.0,5,85.405,Hungarian Grand Prix,2023,0.1380000000000052,-10.617000000000004,0,0,0.3,0.75,1.0
RUS,22,HARD,1,22.0,5,85.328,Hungarian Grand Prix,2023,-0.0769999999999981,-10.694000000000004,0,0,0.3142857142857143,0.7857142857142857,0.0
RUS,23,HARD,1,23.0,5,85.262,Hungarian Grand Prix,2023,-0.0660000000000025,-10.760000000000003,0,0,0.3285714285714285,0.8214285714285714,0.0
RUS,24,HARD,1,24.0,5,85.017,Hungarian Grand Prix,2023,-0.2450000000000045,-11.00500000000001,0,0,0.3428571428571428,0.8571428571428571,0.0
RUS,25,HARD,1,25.0,5,87.622,Hungarian Grand Prix,2023,2.605000000000004,-8.400000000000006,0,0,0.3571428571428571,0.8928571428571429,0.0
RUS,26,HARD,1,26.0,5,85.561,Hungarian Grand Prix,2023,-2.060999999999993,-10.461,0,0,0.3714285714285714,0.9285714285714286,0.0
RUS,27,HARD,1,27.0,5,85.798,Hungarian Grand Prix,2023,0.2369999999999947,-10.224000000000004,0,0,0.3857142857142857,0.9642857142857144,0.0
RUS,28,HARD,1,28.0,8,89.289,Hungarian Grand Prix,2023,3.491,-6.733000000000004,0,1,0.4,1.0,-3.0
RUS,29,MEDIUM,2,1.0,14,103.607,Hungarian Grand Prix,2023,0.0,0.0,1,0,0.4142857142857143,0.0555555555555555,-6.0
RUS,30,MEDIUM,2,2.0,13,84.376,Hungarian Grand Prix,2023,-19.230999999999995,-19.230999999999995,0,0,0.4285714285714285,0.1111111111111111,1.0
RUS,31,MEDIUM,2,3.0,11,83.24,Hungarian Grand Prix,2023,-1.13600000000001,-20.367000000000004,0,0,0.4428571428571428,0.1666666666666666,2.0
RUS,32,MEDIUM,2,4.0,11,83.014,Hungarian Grand Prix,2023,-0.2259999999999991,-20.593000000000004,0,0,0.4571428571428571,0.2222222222222222,0.0
RUS,33,MEDIUM,2,5.0,11,83.74,Hungarian Grand Prix,2023,0.7259999999999991,-19.867000000000004,0,0,0.4714285714285714,0.2777777777777778,0.0
RUS,34,MEDIUM,2,6.0,11,84.392,Hungarian Grand Prix,2023,0.652000000000001,-19.215000000000003,0,0,0.4857142857142857,0.3333333333333333,0.0
RUS,35,MEDIUM,2,7.0,9,83.628,Hungarian Grand Prix,2023,-0.7639999999999958,-19.979,0,0,0.5,0.3888888888888889,2.0
RUS,36,MEDIUM,2,8.0,9,83.573,Hungarian Grand Prix,2023,-0.0550000000000068,-20.03400000000001,0,0,0.5142857142857142,0.4444444444444444,0.0
RUS,37,MEDIUM,2,9.0,9,83.605,Hungarian Grand Prix,2023,0.0320000000000106,-20.001999999999995,0,0,0.5285714285714286,0.5,0.0
